name,version,downloads,updated_at,repository,description
webrtc-ice,0.17.1,3737772,2026-02-06,https://github.com/webrtc-rs/webrtc/tree/master/ice,A pure Rust implementation of ICE
deno_unsync,0.4.4,3736675,2025-05-31,https://github.com/denoland/deno_unsync,A collection of adapters to make working with Tokio single-threaded runtimes easier
fastrace,0.7.17,3735836,2026-02-23,https://github.com/fast/fastrace,A high-performance timeline tracing library for Rust
fastrace-macro,0.7.17,3735292,2026-02-23,https://github.com/fast/fastrace,Attribute procedural macro for fastrace
embassy-sync,0.8.0,3734271,2026-03-20,https://github.com/embassy-rs/embassy,"no-std, no-alloc synchronization primitives with async support"
sp-arithmetic,28.0.1,3729549,2026-03-26,https://github.com/paritytech/polkadot-sdk.git,Minimal fixed point arithmetic primitives and types for runtime.
cosmwasm-std,3.0.4,3729538,2026-02-10,https://github.com/CosmWasm/cosmwasm,Standard library for Wasm based smart contracts on Cosmos blockchains
webrtc-media,0.17.1,3729232,2026-02-06,https://github.com/webrtc-rs/webrtc/tree/master/media,A pure Rust implementation of WebRTC Media API
serde_tuple_macros,1.1.3,3726099,2025-11-01,https://github.com/kardeiz/serde_tuple,Internal proc-macro crate for serde_tuple
gettext-rs,0.7.7,3722619,2025-10-11,https://github.com/gettext-rs/gettext-rs,Safe bindings for gettext
solana-inflation,3.0.0,3718925,2025-08-07,https://github.com/anza-xyz/solana-sdk,Configuration for Solana network inflation
syd,3.51.0,3714002,2026-03-22,https://gitlab.exherbo.org/sydbox/sydbox.git,rock-solid application kernel
gettext-sys,0.26.0,3712851,2025-10-11,https://github.com/gettext-rs/gettext-rs,Raw FFI bindings for gettext
capnp-rpc,0.25.0,3712673,2026-01-09,https://github.com/capnproto/capnproto-rust,implementation of the Cap'n Proto remote procedure call protocol
rtcp,0.17.1,3706303,2026-02-06,https://github.com/webrtc-rs/webrtc/tree/master/rtcp,A pure Rust implementation of RTCP
sdp,0.17.1,3704563,2026-02-06,https://github.com/webrtc-rs/webrtc/tree/master/sdp,A pure Rust implementation of SDP
salvo-serve-static,0.89.3,3698833,2026-03-18,https://github.com/salvo-rs/salvo,Serve static assets for salvo web server framework.
uniffi_testing,0.31.0,3698824,2026-01-14,https://github.com/mozilla/uniffi-rs,a multi-language bindings generator for rust (testing helpers)
salvo-csrf,0.89.3,3697936,2026-03-18,https://github.com/salvo-rs/salvo,CSRF support for salvo web server framework.
cw-storage-plus,3.0.1,3694395,2025-08-28,https://github.com/CosmWasm/cw-storage-plus,Enhanced storage engines
puffin,0.20.0,3689347,2026-03-18,https://github.com/EmbarkStudios/puffin,Simple instrumentation profiler for games
webrtc,0.17.1,3687653,2026-03-01,https://github.com/webrtc-rs/webrtc,A pure Rust implementation of WebRTC API
interceptor,0.17.1,3687363,2026-02-06,https://github.com/webrtc-rs/webrtc/tree/master/interceptor,A pure Rust implementation of Pluggable RTP/RTCP processors
option-operations,0.6.1,3684482,2025-12-09,https://github.com/fengalin/option-operations,Traits and auto-implementations to improve arithmetic operations usability when dealing with `Option`s.
solana-thin-client,2.3.13,3681183,2025-10-10,https://github.com/anza-xyz/agave,Solana Thin Client
webrtc-sctp,0.17.1,3676486,2026-02-06,https://github.com/webrtc-rs/webrtc/tree/master/sctp,A pure Rust implementation of SCTP
webrtc-data,0.17.1,3671277,2026-02-06,https://github.com/webrtc-rs/webrtc/tree/master/data,A pure Rust implementation of WebRTC DataChannel API
rug,1.29.0,3667999,2026-03-20,https://gitlab.com/tspiteri/rug,"Arbitrary-precision integers, rational, floating-point and complex numbers based on GMP, MPFR and MPC."
webrtc-srtp,0.17.1,3667556,2026-02-06,https://github.com/webrtc-rs/webrtc/tree/master/srtp,A pure Rust implementation of SRTP
debug_unsafe,0.1.4,3665396,2026-02-09,https://github.com/RoDmitry/debug_unsafe,Uses `debug-assertions` as a switch of safe/unsafe behaviour
libpulse-simple-binding,2.29.0,3662368,2025-03-03,https://github.com/jnqnfe/pulse-binding-rust,A Rust language binding for the PulseAudio libpulse-simple library.
webrtc-mdns,0.17.1,3658884,2026-02-06,https://github.com/webrtc-rs/webrtc/tree/master/mdns,A pure Rust implementation of mDNS
libpulse-simple-sys,1.22.0,3658424,2025-03-03,https://github.com/jnqnfe/pulse-binding-rust,FFI bindings for the PulseAudio libpulse-simple system library.
symphonia-format-ogg,0.5.5,3650532,2026-03-24,https://github.com/pdeljanov/Symphonia,Pure Rust OGG demuxer (a part of project Symphonia).
solana-feature-gate-interface,4.0.0,3650490,2026-02-18,https://github.com/anza-xyz/solana-sdk,Solana feature gate program interface.
tonic_prometheus_layer,0.3.0,3649798,2026-03-06,https://github.com/blkmlk/tonic-prometheus-layer,Tonic-compatible Tower Layer for Prometheus Metrics
cosmwasm-derive,3.0.4,3644868,2026-02-10,https://github.com/CosmWasm/cosmwasm,A package for auto-generated code used for CosmWasm contract development. This is shipped as part of cosmwasm-std. Do not use directly.
postgres-openssl,0.5.2,3643279,2025-09-25,https://github.com/rust-postgres/rust-postgres,TLS support for tokio-postgres via openssl
subenum,1.1.3,3640051,2025-10-02,https://github.com/paholg/subenum,"A proc-macro to create subsets of enums, that can be converted   to and from."
solana-stake-interface,3.1.0,3639407,2026-03-13,https://github.com/solana-program/stake,Instructions and constructors for the Stake program
bevy_a11y,0.18.1,3637401,2026-03-04,https://github.com/bevyengine/bevy,Provides accessibility support for Bevy Engine
automod,1.0.16,3635343,2026-01-11,https://github.com/dtolnay/automod,Pull in every source file in a directory as a module.
flexbuffers,25.12.19,3630071,2025-12-19,https://github.com/google/flatbuffers,Official FlexBuffers Rust runtime library.
wasm-pack,0.14.0,3627955,2026-01-20,https://github.com/drager/wasm-pack.git,📦✨ your favorite rust -> wasm workflow tool!
ansi-str,0.9.0,3624918,2025-01-30,https://github.com/zhiburt/ansi-str,A library which provides a set of methods to work with ANSI strings
proxy-wasm,0.2.4,3624401,2025-10-01,https://github.com/proxy-wasm/proxy-wasm-rust-sdk,WebAssembly for Proxies
webdriver,0.53.0,3620355,2025-04-11,https://hg.mozilla.org/mozilla-central/file/tip/testing/webdriver,Library implementing the wire protocol for the W3C WebDriver specification.
libp2p-plaintext,0.43.0,3615048,2025-01-14,https://github.com/libp2p/rust-libp2p,Plaintext encryption dummy protocol for libp2p
wasmtime-internal-versioned-export-macros,43.0.0,3613837,2026-03-20,https://github.com/bytecodealliance/wasmtime,INTERNAL: Macros for defining versioned exports in Wasmtime
tauri-plugin-opener,2.5.3,3613159,2026-01-08,https://github.com/tauri-apps/plugins-workspace,Open files and URLs using their default application.
trie-bench,0.42.1,3612894,2025-12-08,https://github.com/paritytech/trie/,Standard benchmarking suite for tries
wasmtime-internal-unwinder,43.0.0,3612097,2026-03-20,https://github.com/bytecodealliance/wasmtime,INTERNAL: Wasmtime's unwind format and unwinder
file-rotate,0.8.0,3611335,2025-02-27,https://github.com/kstrafe/file-rotate,Log rotation for files
bevy_gilrs,0.18.1,3611296,2026-03-04,https://github.com/bevyengine/bevy,Gamepad system made using Gilrs for Bevy Engine
openssh-mux-client,0.17.9,3609990,2025-10-21,https://github.com/openssh-rust/openssh-mux-client,openssh mux client.
wasmtime-internal-cranelift,43.0.0,3609948,2026-03-20,https://github.com/bytecodealliance/wasmtime,INTERNAL: Integration between Cranelift and Wasmtime
swc_ecma_transforms_optimization,41.0.0,3609663,2026-03-22,https://github.com/swc-project/swc.git,rust port of babel and closure compiler.
coolor,1.1.0,3606590,2025-05-09,https://github.com/Canop/coolor,conversion between color formats
oxc_index,4.1.0,3605018,2025-10-04,https://github.com/oxc-project/oxc-index-vec,Newtype-style helpers for `Vec` and `usize`.
systemstat,0.2.6,3601588,2026-02-17,https://github.com/valpackett/systemstat,Get system information/statistics in a cross-platform way
icu_collator,2.1.1,3598545,2025-10-28,https://github.com/unicode-org/icu4x,API for comparing strings according to language-dependent conventions
alloy-transport-ipc,1.8.2,3595353,2026-03-26,https://github.com/alloy-rs/alloy,IPC transport implementation
derive_setters,0.1.9,3593954,2026-01-30,https://github.com/Lymia/derive_setters,Rust macro to automatically generates setter methods for a struct's fields.
solana-nonce,3.1.0,3585389,2026-02-13,https://github.com/anza-xyz/solana-sdk,Solana durable transaction nonces.
starknet-curve,0.6.0,3582149,2025-08-21,https://github.com/xJonathanLEI/starknet-rs,Stark curve
cosmwasm-crypto,3.0.4,3579092,2026-02-10,https://github.com/CosmWasm/cosmwasm,Crypto bindings for CosmWasm contracts
kvm-ioctls,0.24.0,3578642,2025-10-29,https://github.com/rust-vmm/kvm-ioctls,Safe wrappers over KVM ioctls
wasmtime-internal-fiber,43.0.0,3578332,2026-03-20,https://github.com/bytecodealliance/wasmtime,INTERNAL: Fiber support for Wasmtime
sentry-log,0.47.0,3576574,2026-03-10,https://github.com/getsentry/sentry-rust,Sentry integration for the log and env_logger crates.
trycmd,1.2.0,3572086,2026-03-23,https://github.com/assert-rs/snapbox/,Snapshot testing for a herd of CLI tests
wasmer-object,5.0.1,3567248,2024-11-06,https://github.com/wasmerio/wasmer,Wasmer Native Object generator
sys-mount,3.1.0,3566329,2026-01-29,https://github.com/pop-os/sys-mount,High level FFI binding around the sys mount & umount2 calls
chrony-candm,0.1.3,3565976,2025-04-21,https://github.com/aws/chrony-candm,Library for communication with Chrony's control & monitoring interface
objc2-exception-helper,0.1.1,3563482,2025-01-22,https://github.com/madsmtm/objc2,External helper function for catching Objective-C exceptions
grep,0.4.1,3561854,2025-10-22,https://github.com/BurntSushi/ripgrep/tree/master/crates/grep,Fast line oriented regex searching as a library.
symphonia-codec-pcm,0.5.5,3560823,2026-03-24,https://github.com/pdeljanov/Symphonia,Pure Rust PCM audio decoder (a part of project Symphonia).
flutter_rust_bridge_codegen,2.11.1,3559148,2025-07-06,https://github.com/fzyzcjy/flutter_rust_bridge,"Flutter/Dart <-> Rust binding generator, feature-rich, but seamless and simple"
serde_stacker,0.1.14,3558884,2025-09-15,https://github.com/dtolnay/serde-stacker,Serde adapter that avoids stack overflow by dynamically growing the stack
ethabi-decode,3.0.0,3553130,2025-12-08,https://github.com/Snowfork/ethabi-decode.git,Decoding of ABI-encoded data and event logs
google-cloud-type,1.3.0,3548713,2026-03-26,https://github.com/googleapis/google-cloud-rust/tree/main,Google Cloud Client Libraries for Rust - Common Types
strfmt,0.2.5,3547422,2025-07-18,https://github.com/vitiral/strfmt,strfmt: rust library for formatting dynamic strings
pgp,0.19.0,3545976,2026-02-02,https://github.com/rpgp/rpgp,OpenPGP implementation in Rust
sunrise,3.0.0,3543877,2026-01-01,https://github.com/nathan-osman/rust-sunrise,Sunrise and sunset calculator
krates,0.20.0,3541578,2025-05-22,https://github.com/EmbarkStudios/krates,Create graphs of crates gathered from cargo metadata
lzxd,0.2.6,3539149,2024-12-17,https://github.com/Lonami/lzxd,Decompression implementation for Microsoft's LZXD compression format.
solana-address-lookup-table-interface,3.0.1,3537482,2026-01-08,https://github.com/anza-xyz/solana-sdk,Solana address lookup table interface.
solana-bn254,3.2.1,3536171,2026-01-14,https://github.com/anza-xyz/solana-sdk,Solana BN254
egui_dock,0.18.0,3531706,2025-10-31,https://github.com/Adanos020/egui_dock,Docking system for egui - an immediate-mode GUI library for Rust
openid,0.23.0,3528604,2026-02-28,https://github.com/kilork/openid,OpenID Connect & Discovery client library using async / await.
apriltag-sys,0.4.0,3527735,2025-11-25,https://github.com/jerry73204/apriltag-rust.git,Rust bindings for AprilTag library
qrcode-generator,5.0.0,3526544,2024-10-23,https://github.com/magiclen/qrcode-generator,"Generate QR Code matrices and images in RAW, PNG and SVG formats."
sdl2-sys,0.38.0,3521291,2025-07-12,https://github.com/rust-sdl2/rust-sdl2,"Raw SDL2 bindings for Rust, used internally rust-sdl2"
wasmer-cache,7.0.1,3519585,2026-03-17,https://github.com/wasmerio/wasmer,Cache system for Wasmer WebAssembly runtime
rapier3d-f64,0.32.0,3518824,2026-01-09,https://github.com/dimforge/rapier,3-dimensional physics engine in Rust.
five8,1.0.0,3518650,2025-07-12,https://github.com/kevinheavey/five8,Fast base58 encoding and decoding for 32-byte and 64-byte arrays.
nvml-wrapper,0.12.0,3517777,2026-02-12,https://github.com/Cldfire/nvml-wrapper,A safe and ergonomic Rust wrapper for the NVIDIA Management Library
nvml-wrapper-sys,0.9.0,3517714,2025-05-28,https://github.com/Cldfire/nvml-wrapper,Generated bindings to the NVIDIA Management Library.
wasi-common,43.0.0,3515463,2026-03-20,https://github.com/bytecodealliance/wasmtime,WASI implementation in Rust
symphonia-bundle-flac,0.5.5,3513956,2026-03-24,https://github.com/pdeljanov/Symphonia,Pure Rust FLAC demuxer and decoder (a part of project Symphonia).
lyon,1.0.19,3513669,2026-03-08,https://github.com/nical/lyon,2D Graphics rendering on the GPU using tessellation.
alloy-hardforks,0.4.7,3513244,2025-12-30,https://github.com/alloy-rs/hardforks,Bindings for named hardforks
solana-keccak-hasher,3.1.0,3508505,2025-11-06,https://github.com/anza-xyz/solana-sdk,Solana Keccak hashing
loupe-derive,0.2.0,3501817,2025-01-20,https://github.com/wasmerio/loupe,"Profiling tool for Rust, see the `loupe` crate"
freedesktop-icons,0.4.0,3501240,2025-04-16,https://github.com/oknozor/freedestkop-icons,A Freedesktop Icons lookup crate
swc_ecma_minifier,47.0.0,3494602,2026-03-22,https://github.com/swc-project/swc.git,EcmaScript code minifier.
serde-enum-str,0.5.0,3494354,2026-01-03,https://github.com/bk-rs/serde-ext,Serialize and deserialize enum string
solana-blake3-hasher,3.1.0,3491164,2025-11-06,https://github.com/anza-xyz/solana-sdk,Solana BLAKE3 hashing
bevy_audio,0.18.1,3490064,2026-03-04,https://github.com/bevyengine/bevy,Provides audio functionality for Bevy Engine
ndarray-rand,0.16.0,3487606,2025-11-04,https://github.com/rust-ndarray/ndarray,Constructors for randomized arrays. `rand` integration for `ndarray`.
datafusion-datasource-parquet,53.0.0,3487528,2026-03-23,https://github.com/apache/datafusion,datafusion-datasource-parquet
uzers,0.12.2,3484677,2025-12-16,https://github.com/rustadopt/uzers-rs,"Continuation of users, a library for accessing Unix users and groups"
loupe,0.2.0,3484409,2025-01-20,https://github.com/wasmerio/loupe,Profiling tool for Rust
statig,0.4.1,3483302,2025-07-05,https://github.com/mdeloof/statig,Hierarchical state machines for designing event-driven systems
statig_macro,0.4.0,3483244,2025-07-05,https://github.com/mdeloof/statig,Macro's for `statig`
icu_timezone,1.5.0,3482275,2024-11-23,https://github.com/unicode-org/icu4x,API for resolving and manipulating time zone information
base64-serde,0.8.0,3475946,2024-10-01,https://github.com/marshallpierce/base64-serde,Integration between rust-base64 and serde
